cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launch_date,end_date,staff_pick,spotlight,Category,Sub-Category
3024,1763,Evans Group,Stand-alone actuating support,8000.0,8000.0,successful,164,US,USD,2021-04-26 05:00:00,2021-07-14 05:00:00,False,False,technology,wearables
2164,4323,Bruce Group,Cross-platform methodical process improvement,5500.0,5500.0,failed,75,US,USD,2021-02-01 06:00:00,2021-09-05 05:00:00,False,True,technology,web
2427,5256,"Keith, Alvarez and Potter",Extended bottom-line open architecture,6100.0,6100.0,successful,157,CH,CHF,2021-09-05 05:00:00,2021-12-16 06:00:00,False,False,music,rock
1548,4836,Burton-Watkins,Extended reciprocal circuit,3500.0,3500.0,successful,246,US,USD,2020-08-01 05:00:00,2021-08-15 05:00:00,False,True,photography,photography books
2657,5981,Lopez and Sons,Polarized human-resource protocol,150500.0,150500.0,successful,1396,US,USD,2021-11-14 06:00:00,2021-11-24 06:00:00,False,False,theater,plays
2916,1463,Cordova Ltd,Synergized radical product,90400.0,90400.0,successful,2506,US,USD,2021-05-05 05:00:00,2021-08-08 05:00:00,False,False,technology,web
1348,4577,Brown-Vang,Robust heuristic artificial intelligence,9800.0,9800.0,successful,244,US,USD,2021-01-11 06:00:00,2021-08-25 05:00:00,False,False,photography,photography books
557,4951,Cruz-Ward,Robust content-based emulation,2600.0,2600.0,successful,146,AU,AUD,2021-04-01 05:00:00,2021-10-19 05:00:00,False,False,theater,plays
2915,3567,Hernandez Group,Ergonomic uniform open system,128100.0,128100.0,failed,955,DK,DKK,2020-05-16 05:00:00,2021-03-18 05:00:00,False,True,music,indie rock
320,5475,"Tran, Steele and Wilson",Profit-focused modular product,23300.0,23300.0,successful,1267,US,USD,2020-07-10 05:00:00,2021-03-23 05:00:00,False,True,film & video,shorts
1458,2114,"Summers, Gallegos and Stein",Mandatory mobile product,188100.0,188100.0,failed,67,US,USD,2020-09-24 05:00:00,2021-07-27 05:00:00,False,False,music,indie rock
379,5216,Blair Group,Public-key 3rdgeneration budgetary management,4900.0,4900.0,failed,5,US,USD,2020-11-17 06:00:00,2021-11-23 06:00:00,False,False,publishing,translations
1879,1665,Nixon Inc,Centralized national firmware,800.0,800.0,failed,26,US,USD,2020-09-04 05:00:00,2021-04-16 05:00:00,False,True,film & video,documentary
597,6051,White LLC,Cross-group 4thgeneration middleware,96700.0,96700.0,successful,1561,US,USD,2021-03-21 05:00:00,2021-10-17 05:00:00,False,False,theater,plays
1130,3983,"Santos, Black and Donovan",Pre-emptive scalable access,600.0,600.0,successful,48,US,USD,2020-04-15 05:00:00,2021-02-08 06:00:00,False,True,technology,wearables
2354,2966,"Jones, Contreras and Burnett",Sharable intangible migration,181200.0,181200.0,failed,1130,US,USD,2021-01-27 06:00:00,2021-12-16 06:00:00,False,False,theater,plays
1358,4478,Stone-Orozco,Proactive scalable Graphical User Interface,115000.0,115000.0,failed,782,US,USD,2021-01-06 06:00:00,2021-05-06 05:00:00,False,False,theater,plays
188,4238,"Lee, Gibson and Morgan",Digitized solution-oriented product,38800.0,38800.0,successful,2739,US,USD,2021-05-02 05:00:00,2021-08-26 05:00:00,False,False,theater,plays
2228,4404,Alexander-Williams,Triple-buffered cohesive structure,7200.0,7200.0,failed,210,US,USD,2021-04-17 05:00:00,2021-07-08 05:00:00,False,False,food,food trucks
1743,5666,Marks Ltd,Realigned human-resource orchestration,44500.0,44500.0,successful,3537,CA,CAD,2020-09-14 05:00:00,2021-04-11 05:00:00,False,True,theater,plays
2563,3691,"Olsen, Edwards and Reid",Optional clear-thinking software,56000.0,56000.0,successful,2107,AU,AUD,2020-10-09 05:00:00,2021-06-06 05:00:00,False,False,technology,wearables
2424,2703,"Daniels, Rose and Tyler",Centralized global approach,8600.0,8600.0,failed,136,US,USD,2021-03-17 05:00:00,2021-04-15 05:00:00,False,False,technology,web
2369,4253,Adams Group,Reverse-engineered bandwidth-monitored contingency,27100.0,27100.0,successful,3318,DK,DKK,2021-03-09 06:00:00,2021-08-28 05:00:00,False,False,theater,plays
1134,5652,"Rogers, Huerta and Medina",Pre-emptive bandwidth-monitored instruction set,5100.0,5100.0,failed,86,CA,CAD,2020-04-16 05:00:00,2021-03-02 06:00:00,False,False,music,rock
2241,3279,"Howard, Carter and Griffith",Adaptive asynchronous emulation,3600.0,3600.0,successful,340,US,USD,2021-07-13 05:00:00,2021-09-11 05:00:00,False,False,theater,plays
2745,3233,Bailey PLC,Innovative actuating conglomeration,1000.0,1000.0,failed,19,US,USD,2020-04-28 05:00:00,2021-03-22 05:00:00,False,False,film & video,television
1055,3017,Parker Group,Grass-roots foreground policy,88800.0,88800.0,failed,886,US,USD,2021-02-10 06:00:00,2021-08-16 05:00:00,False,False,theater,plays
1215,3482,Fox Group,Horizontal transitional paradigm,60200.0,60200.0,successful,1442,CA,CAD,2020-06-12 05:00:00,2021-02-20 06:00:00,False,True,film & video,shorts
2036,2166,"Walker, Jones and Rodriguez",Networked didactic info-mediaries,8200.0,8200.0,failed,35,IT,EUR,2021-06-18 05:00:00,2021-10-07 05:00:00,False,False,theater,plays
1191,4146,Anthony-Shaw,Switchable contextually-based access,191300.0,191300.0,canceled,441,US,USD,2021-01-30 06:00:00,2021-05-23 05:00:00,False,False,theater,plays
879,2651,Cook LLC,Up-sized dynamic throughput,3700.0,3700.0,failed,24,US,USD,2021-02-24 06:00:00,2021-09-04 05:00:00,False,True,theater,plays
3062,1409,Sutton PLC,Mandatory reciprocal superstructure,8400.0,8400.0,failed,86,IT,EUR,2020-07-25 05:00:00,2021-05-11 05:00:00,False,False,theater,plays
611,3717,"Long, Morgan and Mitchell",Upgradable 4thgeneration productivity,42600.0,42600.0,failed,243,US,USD,2020-11-07 06:00:00,2021-06-16 05:00:00,False,False,music,rock
3195,3963,"Calhoun, Rogers and Long",Progressive discrete hub,6600.0,6600.0,failed,65,US,USD,2020-04-25 05:00:00,2021-03-22 05:00:00,True,False,music,indie rock
1221,2152,Sandoval Group,Assimilated multi-tasking archive,7100.0,7100.0,successful,126,US,USD,2021-08-30 05:00:00,2021-09-21 05:00:00,False,False,music,metal
2536,2974,Smith and Sons,Upgradable high-level solution,15800.0,15800.0,successful,524,US,USD,2021-02-02 06:00:00,2021-12-15 06:00:00,False,False,music,electric music
1834,1268,King Inc,Organic bandwidth-monitored frame,8200.0,8200.0,failed,100,DK,DKK,2020-08-06 05:00:00,2021-08-30 05:00:00,False,False,technology,wearables
593,1822,Perry and Sons,Business-focused logistical framework,54700.0,54700.0,successful,1989,US,USD,2021-03-14 06:00:00,2021-06-02 05:00:00,False,False,film & video,drama
3039,5066,Palmer Inc,Universal multi-state capability,63200.0,63200.0,failed,168,US,USD,2021-04-05 05:00:00,2021-07-05 05:00:00,False,False,music,electric music
777,5075,"Hull, Baker and Martinez",Digitized reciprocal infrastructure,1800.0,1800.0,failed,13,US,USD,2020-03-14 05:00:00,2021-03-13 06:00:00,False,False,music,rock
835,3855,"Becker, Rice and White",Reduced dedicated capability,100.0,100.0,failed,1,CA,CAD,2020-09-24 05:00:00,2021-05-26 05:00:00,False,False,theater,plays
797,5923,"Osborne, Perkins and Knox",Cross-platform bi-directional workforce,2100.0,2100.0,successful,157,US,USD,2021-02-09 06:00:00,2021-10-26 05:00:00,False,False,technology,web
509,1867,Mcknight-Freeman,Upgradable scalable methodology,8300.0,8300.0,canceled,82,US,USD,2020-08-13 05:00:00,2021-04-22 05:00:00,False,False,food,food trucks
2286,4376,"Hayden, Shannon and Stein",Customer-focused client-server service-desk,143900.0,143900.0,successful,4498,AU,AUD,2021-05-24 05:00:00,2021-09-24 05:00:00,False,False,theater,plays
2110,2785,Daniel-Luna,Mandatory multimedia leverage,75000.0,75000.0,failed,40,US,USD,2020-10-20 05:00:00,2021-01-17 06:00:00,False,False,music,jazz
1038,5884,Weaver-Marquez,Focused analyzing circuit,1300.0,1300.0,successful,80,US,USD,2021-04-10 05:00:00,2022-01-04 06:00:00,True,False,theater,plays
2893,2441,"Austin, Baker and Kelley",Fundamental grid-enabled strategy,9000.0,9000.0,canceled,57,US,USD,2021-06-04 05:00:00,2021-10-29 05:00:00,False,False,publishing,fiction
805,1243,Carney-Anderson,Digitized 5thgeneration knowledgebase,1000.0,1000.0,successful,43,US,USD,2020-12-25 06:00:00,2021-08-29 05:00:00,False,True,music,rock
225,3411,Jackson Inc,Mandatory multi-tasking encryption,196900.0,196900.0,successful,2053,US,USD,2020-12-07 06:00:00,2021-08-21 05:00:00,False,False,film & video,documentary
968,2467,Warren Ltd,Distributed system-worthy application,194500.0,194500.0,live,808,AU,AUD,2021-06-07 05:00:00,2021-09-21 05:00:00,False,False,film & video,documentary
1369,1850,Schultz Inc,Synergistic tertiary time-frame,9400.0,9400.0,failed,226,DK,DKK,2021-01-28 06:00:00,2021-08-24 05:00:00,False,False,film & video,science fiction
1417,2604,Thompson LLC,Customer-focused impactful benchmark,104400.0,104400.0,failed,1625,US,USD,2020-06-13 05:00:00,2021-06-17 05:00:00,False,False,theater,plays
3011,1693,Johnson Inc,Profound next generation infrastructure,8100.0,8100.0,successful,168,US,USD,2020-02-24 06:00:00,2021-03-05 06:00:00,False,False,theater,plays
2691,2969,Morgan-Warren,Face-to-face encompassing info-mediaries,87900.0,87900.0,successful,4289,US,USD,2020-12-20 06:00:00,2021-07-30 05:00:00,False,True,music,indie rock
2159,1544,Sullivan Group,Open-source fresh-thinking policy,1400.0,1400.0,successful,165,US,USD,2021-06-01 05:00:00,2021-07-24 05:00:00,False,False,music,rock
2515,4149,"Vargas, Banks and Palmer",Extended 24/7 implementation,156800.0,156800.0,failed,143,US,USD,2020-10-07 05:00:00,2021-05-14 05:00:00,False,False,theater,plays
544,3463,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700.0,121700.0,successful,1815,US,USD,2020-08-22 05:00:00,2021-01-06 06:00:00,False,False,theater,plays
3030,2939,"Moore, Dudley and Navarro",Organic multi-tasking focus group,129400.0,129400.0,failed,934,US,USD,2021-03-09 06:00:00,2021-06-28 05:00:00,False,False,film & video,science fiction
817,2202,Price-Rodriguez,Adaptive logistical initiative,5700.0,5700.0,successful,397,GB,GBP,2021-02-04 06:00:00,2021-04-26 05:00:00,False,True,film & video,shorts
1400,1728,Huang-Henderson,Stand-alone mobile customer loyalty,41700.0,41700.0,successful,1539,US,USD,2020-08-30 05:00:00,2021-08-04 05:00:00,False,False,film & video,animation
657,5362,Owens-Le,Focused composite approach,7900.0,7900.0,failed,17,US,USD,2021-07-31 05:00:00,2021-12-01 06:00:00,True,False,theater,plays
966,4840,Huff LLC,Face-to-face clear-thinking Local Area Network,121500.0,121500.0,failed,2179,US,USD,2021-04-10 05:00:00,2021-10-01 05:00:00,True,False,food,food trucks
1558,2955,Johnson LLC,Cross-group cohesive circuit,4800.0,4800.0,successful,138,US,USD,2020-12-18 06:00:00,2021-04-27 05:00:00,False,False,photography,photography books
1379,5354,"Chavez, Garcia and Cantu",Synergistic explicit capability,87300.0,87300.0,failed,931,US,USD,2021-03-28 05:00:00,2021-08-25 05:00:00,False,False,theater,plays
286,3847,Lester-Moore,Diverse analyzing definition,46300.0,46300.0,successful,3594,US,USD,2021-01-01 06:00:00,2021-05-30 05:00:00,False,False,film & video,science fiction
894,3025,Fox-Quinn,Enterprise-wide reciprocal success,67800.0,67800.0,successful,5880,US,USD,2020-10-14 05:00:00,2021-02-28 06:00:00,True,False,music,rock
709,1615,Garcia Inc,Progressive neutral middleware,3000.0,3000.0,successful,112,US,USD,2020-11-26 06:00:00,2021-02-08 06:00:00,False,False,photography,photography books
1599,5154,Johnson-Lee,Intuitive exuding process improvement,60900.0,60900.0,successful,943,US,USD,2020-08-07 05:00:00,2021-06-15 05:00:00,False,False,games,mobile games
905,5005,Pineda Group,Exclusive real-time protocol,137900.0,137900.0,successful,2468,US,USD,2021-05-12 05:00:00,2021-10-18 05:00:00,False,False,film & video,animation
146,1349,Hoffman-Howard,Extended encompassing application,85600.0,85600.0,successful,2551,US,USD,2020-12-19 06:00:00,2021-03-10 06:00:00,False,True,games,mobile games
1632,3670,"Miranda, Hall and Mcgrath",Progressive value-added ability,2400.0,2400.0,successful,101,US,USD,2021-01-25 06:00:00,2021-06-15 05:00:00,False,False,games,video games
537,2912,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200.0,7200.0,canceled,67,US,USD,2021-02-12 06:00:00,2021-09-13 05:00:00,False,False,theater,plays
1289,4336,Davis-Rodriguez,Progressive secondary portal,3400.0,3400.0,successful,92,US,USD,2020-12-05 06:00:00,2021-11-09 06:00:00,False,False,theater,plays
2712,5576,"Reid, Rivera and Perry",Multi-lateral national adapter,3800.0,3800.0,successful,62,US,USD,2021-10-15 05:00:00,2021-10-19 05:00:00,False,False,film & video,animation
1980,2736,Mendoza-Parker,Enterprise-wide motivating matrices,7500.0,7500.0,successful,149,IT,EUR,2020-06-16 05:00:00,2021-06-28 05:00:00,False,True,games,video games
296,3321,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network,8600.0,8600.0,failed,92,US,USD,2020-09-15 05:00:00,2021-02-23 06:00:00,False,False,film & video,animation
1760,3353,Gallegos-Cobb,Object-based directional function,39500.0,39500.0,failed,57,AU,AUD,2021-01-21 06:00:00,2021-12-01 06:00:00,False,True,music,rock
2435,2336,Ellison PLC,Re-contextualized tangible open architecture,9300.0,9300.0,successful,329,US,USD,2021-03-15 05:00:00,2021-11-14 06:00:00,False,False,film & video,animation
2343,4369,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400.0,2400.0,successful,97,DK,DKK,2020-06-11 05:00:00,2021-02-28 06:00:00,False,True,theater,plays
2556,4464,Mason-Sanders,Networked web-enabled instruction set,3200.0,3200.0,failed,41,US,USD,2021-04-12 05:00:00,2021-12-03 06:00:00,False,False,technology,wearables
2495,5626,Pitts-Reed,Vision-oriented dynamic service-desk,29400.0,29400.0,successful,1784,US,USD,2020-04-19 05:00:00,2021-02-20 06:00:00,False,False,theater,plays
2497,1669,Gonzalez-Martinez,Vision-oriented actuating open system,168500.0,168500.0,successful,1684,AU,AUD,2021-01-17 06:00:00,2021-07-23 05:00:00,False,True,publishing,nonfiction
1955,5544,"Hill, Martin and Garcia",Sharable scalable core,8400.0,8400.0,successful,250,US,USD,2020-08-22 05:00:00,2021-03-01 06:00:00,False,True,music,rock
1129,6078,Garcia PLC,Customer-focused attitude-oriented function,2300.0,2300.0,successful,238,US,USD,2021-04-17 05:00:00,2021-08-28 05:00:00,False,False,theater,plays
636,2580,Herring-Bailey,Reverse-engineered system-worthy extranet,700.0,700.0,successful,53,US,USD,2021-05-02 05:00:00,2021-12-28 06:00:00,False,False,theater,plays
434,3592,Russell-Gardner,Re-engineered systematic monitoring,2900.0,2900.0,successful,214,US,USD,2020-09-16 05:00:00,2021-03-22 05:00:00,False,False,theater,plays
1231,4914,Walters-Carter,Seamless value-added standardization,4500.0,4500.0,successful,222,US,USD,2020-11-20 06:00:00,2021-11-27 06:00:00,False,False,technology,web
3162,3848,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame,19800.0,19800.0,successful,1884,US,USD,2020-09-20 05:00:00,2021-01-15 06:00:00,False,True,publishing,fiction
1717,2619,Roberts and Sons,Streamlined holistic knowledgebase,6200.0,6200.0,successful,218,AU,AUD,2020-11-03 06:00:00,2021-08-02 05:00:00,False,False,games,mobile games
211,4605,Avila-Nelson,Up-sized intermediate website,61500.0,61500.0,successful,6465,US,USD,2020-03-25 05:00:00,2021-02-19 06:00:00,False,False,publishing,translations
2635,6147,Robbins and Sons,Future-proofed directional synergy,100.0,100.0,failed,1,US,USD,2020-09-16 05:00:00,2021-02-27 06:00:00,False,False,music,rock
1854,1383,Singleton Ltd,Enhanced user-facing function,7100.0,7100.0,failed,101,US,USD,2020-08-01 05:00:00,2021-07-30 05:00:00,False,False,theater,plays
436,1757,Perez PLC,Operative bandwidth-monitored interface,1000.0,1000.0,successful,59,US,USD,2020-11-25 06:00:00,2021-08-28 05:00:00,False,False,theater,plays
2965,4390,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,121500.0,121500.0,failed,1335,CA,CAD,2020-09-03 05:00:00,2021-02-24 06:00:00,False,False,film & video,drama
1034,4165,Barry Group,De-engineered static Local Area Network,4600.0,4600.0,successful,88,US,USD,2021-06-24 05:00:00,2021-08-28 05:00:00,False,False,publishing,nonfiction
614,4529,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure,80500.0,80500.0,successful,1697,US,USD,2020-11-03 06:00:00,2021-09-27 05:00:00,False,True,music,rock
1792,6084,Smith-Reid,Optimized actuating toolset,4100.0,4100.0,failed,15,GB,GBP,2020-11-03 06:00:00,2021-10-17 05:00:00,False,False,music,rock
121,2916,Williams Inc,Decentralized exuding strategy,5700.0,5700.0,successful,92,US,USD,2020-05-03 05:00:00,2021-05-08 05:00:00,False,False,theater,plays
2936,2005,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000.0,5000.0,successful,186,US,USD,2020-11-14 06:00:00,2021-10-24 05:00:00,False,True,theater,plays
2081,2261,Watkins Ltd,Multi-channeled responsive implementation,1800.0,1800.0,successful,138,US,USD,2021-04-07 05:00:00,2021-06-30 05:00:00,True,False,photography,photography books
1204,5342,Allen-Jones,Centralized modular initiative,6300.0,6300.0,successful,261,US,USD,2021-07-15 05:00:00,2021-10-12 05:00:00,False,False,music,rock
669,4087,Mason-Smith,Reverse-engineered cohesive migration,84300.0,84300.0,failed,454,US,USD,2021-08-04 05:00:00,2021-09-13 05:00:00,False,True,music,rock
735,2761,"Lloyd, Kennedy and Davis",Compatible multimedia hub,1700.0,1700.0,successful,107,US,USD,2021-02-27 06:00:00,2021-10-02 05:00:00,False,True,music,indie rock
933,2908,Walker Ltd,Organic eco-centric success,2900.0,2900.0,successful,199,US,USD,2020-10-26 05:00:00,2021-05-06 05:00:00,False,False,photography,photography books
3055,2155,Gordon PLC,Virtual reciprocal policy,45600.0,45600.0,successful,5512,US,USD,2021-08-29 05:00:00,2021-10-30 05:00:00,False,False,theater,plays
270,5642,Lee and Sons,Persevering interactive emulation,4900.0,4900.0,successful,86,US,USD,2020-05-15 05:00:00,2021-03-10 06:00:00,False,False,theater,plays
647,6217,Cole LLC,Proactive responsive emulation,111900.0,111900.0,failed,3182,IT,EUR,2021-08-07 05:00:00,2022-01-13 06:00:00,False,True,music,jazz
1219,4222,Acosta PLC,Extended eco-centric function,61600.0,61600.0,successful,2768,AU,AUD,2021-05-08 05:00:00,2021-09-24 05:00:00,False,False,theater,plays
1257,4798,Brown-Mckee,Networked optimal productivity,1500.0,1500.0,successful,48,US,USD,2021-03-23 05:00:00,2022-01-10 06:00:00,False,False,film & video,documentary
2162,5660,Miles and Sons,Persistent attitude-oriented approach,3500.0,3500.0,successful,87,US,USD,2021-06-11 05:00:00,2021-06-24 05:00:00,False,False,film & video,television
2274,5000,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset,173900.0,173900.0,canceled,1890,US,USD,2021-10-07 05:00:00,2021-10-13 05:00:00,False,False,games,video games
2284,2809,Foley-Cox,Progressive zero administration leverage,153700.0,153700.0,live,61,US,USD,2021-07-09 05:00:00,2022-01-13 06:00:00,False,False,photography,photography books
407,3349,"Horton, Morrison and Clark",Networked radical neural-net,51100.0,51100.0,successful,1894,US,USD,2021-06-18 05:00:00,2021-10-25 05:00:00,False,True,theater,plays
2440,3647,Thomas and Sons,Re-engineered heuristic forecast,7800.0,7800.0,successful,282,CA,CAD,2020-11-04 06:00:00,2021-07-15 05:00:00,False,False,theater,plays
2476,5745,Morgan-Jenkins,Fully-configurable background algorithm,2400.0,2400.0,failed,15,US,USD,2021-09-13 05:00:00,2021-12-03 06:00:00,False,False,theater,plays
41,2583,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface,3900.0,3900.0,successful,116,US,USD,2021-06-02 05:00:00,2021-12-31 06:00:00,False,False,publishing,translations
890,5441,Fields Ltd,Front-line foreground project,5500.0,5500.0,failed,133,US,USD,2021-05-23 05:00:00,2021-06-21 05:00:00,False,True,games,video games
2743,2090,Ramos-Mitchell,Persevering system-worthy info-mediaries,700.0,700.0,successful,83,US,USD,2020-12-14 06:00:00,2021-04-24 05:00:00,False,False,theater,plays
266,3386,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700.0,2700.0,successful,91,US,USD,2021-03-28 05:00:00,2021-08-23 05:00:00,False,False,technology,web
3113,1816,Smith-Jenkins,Vision-oriented methodical application,8000.0,8000.0,successful,546,US,USD,2020-10-02 05:00:00,2021-07-25 05:00:00,False,False,theater,plays
1909,4718,Braun PLC,Function-based high-level infrastructure,2500.0,2500.0,successful,393,US,USD,2021-07-06 05:00:00,2021-11-05 05:00:00,False,False,film & video,animation
962,1677,Drake PLC,Profound object-oriented paradigm,164500.0,164500.0,failed,2062,US,USD,2020-02-25 06:00:00,2021-04-06 05:00:00,False,True,theater,plays
213,4218,"Ross, Kelly and Brown",Virtual contextually-based circuit,8400.0,8400.0,successful,133,US,USD,2021-07-20 05:00:00,2021-08-18 05:00:00,False,True,film & video,television
2741,4548,Lucas-Mullins,Business-focused dynamic instruction set,8100.0,8100.0,failed,29,DK,DKK,2020-05-27 05:00:00,2021-03-20 05:00:00,False,False,music,rock
2589,1431,Tran LLC,Ameliorated fresh-thinking protocol,9800.0,9800.0,failed,132,US,USD,2021-02-20 06:00:00,2021-04-10 05:00:00,False,False,technology,web
1238,2830,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900.0,900.0,successful,254,US,USD,2020-08-19 05:00:00,2021-01-25 06:00:00,False,False,theater,plays
164,4400,Obrien-Aguirre,Devolved uniform complexity,112100.0,112100.0,canceled,184,US,USD,2021-02-15 06:00:00,2021-11-12 06:00:00,False,False,theater,plays
2685,5773,Ferguson PLC,Public-key intangible superstructure,6300.0,6300.0,successful,176,US,USD,2020-10-03 05:00:00,2021-02-19 06:00:00,False,False,music,electric music
2836,4161,Garcia Ltd,Secured global success,5600.0,5600.0,failed,137,DK,DKK,2020-12-13 06:00:00,2021-04-14 05:00:00,False,True,music,metal
2062,2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800.0,800.0,successful,337,CA,CAD,2021-03-11 06:00:00,2021-08-18 05:00:00,False,False,theater,plays
3111,3458,"Wilson, Hall and Osborne",Advanced global data-warehouse,168600.0,168600.0,failed,908,US,USD,2020-11-18 06:00:00,2021-08-16 05:00:00,False,True,film & video,documentary
1414,3174,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800.0,1800.0,successful,107,US,USD,2021-03-05 06:00:00,2022-02-20 06:00:00,True,False,technology,web
2765,5565,Ho-Harris,Versatile cohesive encoding,7300.0,7300.0,failed,10,US,USD,2020-12-01 06:00:00,2021-09-28 05:00:00,False,False,food,food trucks
939,1906,Ross Group,Organized executive solution,6500.0,6500.0,canceled,32,IT,EUR,2021-02-02 06:00:00,2021-03-26 05:00:00,False,False,theater,plays
390,5479,Turner-Davis,Automated local emulation,600.0,600.0,successful,183,US,USD,2021-02-17 06:00:00,2021-06-09 05:00:00,False,False,theater,plays
2851,4320,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900.0,192900.0,failed,1910,CH,CHF,2021-02-07 06:00:00,2021-10-24 05:00:00,False,False,theater,plays
1607,4213,Smith-Hess,Grass-roots real-time Local Area Network,6100.0,6100.0,failed,38,AU,AUD,2020-04-28 05:00:00,2021-03-10 06:00:00,False,False,theater,plays
3201,3373,"Brown, Herring and Bass",Organized client-driven capacity,7200.0,7200.0,failed,104,AU,AUD,2020-11-26 06:00:00,2021-03-11 06:00:00,False,True,theater,plays
641,4184,"Chase, Garcia and Johnson",Adaptive intangible database,3500.0,3500.0,successful,72,US,USD,2021-05-20 05:00:00,2021-06-21 05:00:00,False,True,music,rock
524,5472,Ramsey and Sons,Grass-roots contextually-based algorithm,3800.0,3800.0,failed,49,US,USD,2021-11-23 06:00:00,2022-02-05 06:00:00,False,False,food,food trucks
2423,5559,Cooke PLC,Focused executive core,100.0,100.0,failed,1,DK,DKK,2020-12-05 06:00:00,2021-09-25 05:00:00,False,True,publishing,nonfiction
1532,5419,Wong-Walker,Multi-channeled disintermediate policy,900.0,900.0,successful,295,US,USD,2021-06-08 05:00:00,2021-09-04 05:00:00,False,False,film & video,documentary
1748,4171,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100.0,76100.0,failed,245,US,USD,2020-06-07 05:00:00,2021-05-24 05:00:00,False,False,theater,plays
3168,1302,"Guerrero, Flores and Jenkins",Networked optimal architecture,3400.0,3400.0,failed,32,US,USD,2021-01-12 06:00:00,2021-12-22 06:00:00,False,False,music,indie rock
1077,3520,Peterson PLC,User-friendly discrete benchmark,2100.0,2100.0,successful,142,US,USD,2021-02-03 06:00:00,2021-04-10 05:00:00,False,False,film & video,documentary
3114,6010,Townsend Ltd,Grass-roots actuating policy,2800.0,2800.0,successful,85,US,USD,2021-01-27 06:00:00,2021-05-15 05:00:00,False,False,theater,plays
2547,4617,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500.0,6500.0,failed,7,US,USD,2021-08-12 05:00:00,2021-11-18 06:00:00,False,True,theater,plays
2065,1417,Salazar-Dodson,Face-to-face zero tolerance moderator,32900.0,32900.0,successful,659,DK,DKK,2021-03-20 05:00:00,2021-09-25 05:00:00,False,True,publishing,fiction
1143,4770,Davis Ltd,Grass-roots optimizing projection,118200.0,118200.0,failed,803,US,USD,2021-07-17 05:00:00,2021-11-18 06:00:00,False,False,theater,plays
2545,4328,Harris-Perry,User-centric 6thgeneration attitude,4100.0,4100.0,canceled,75,US,USD,2021-03-05 06:00:00,2021-07-26 05:00:00,False,True,music,indie rock
1315,5171,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website,7800.0,7800.0,failed,16,US,USD,2021-03-28 05:00:00,2021-04-23 05:00:00,False,False,games,video games
2219,4394,Flores PLC,Focused real-time help-desk,6300.0,6300.0,successful,121,US,USD,2020-12-09 06:00:00,2021-05-09 05:00:00,False,False,theater,plays
854,1794,Martinez LLC,Robust impactful approach,59100.0,59100.0,successful,3742,US,USD,2020-12-31 06:00:00,2022-02-06 06:00:00,False,False,theater,plays
336,3510,Miller-Irwin,Secured maximized policy,2200.0,2200.0,successful,223,US,USD,2021-11-26 06:00:00,2021-12-02 06:00:00,False,False,music,rock
3014,2487,Sanchez-Morgan,Realigned upward-trending strategy,1400.0,1400.0,successful,133,US,USD,2020-06-04 05:00:00,2021-04-11 05:00:00,False,True,film & video,documentary
326,2215,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500.0,9500.0,failed,31,US,USD,2021-07-10 05:00:00,2021-08-03 05:00:00,False,False,theater,plays
2991,4136,Martin-Marshall,Configurable demand-driven matrix,9600.0,9600.0,failed,108,IT,EUR,2020-12-19 06:00:00,2021-10-06 05:00:00,False,True,food,food trucks
1359,3723,Summers PLC,Cross-group coherent hierarchy,6600.0,6600.0,failed,30,US,USD,2020-07-31 05:00:00,2021-03-22 05:00:00,False,False,theater,plays
341,5842,"Young, Hart and Ryan",Decentralized demand-driven open system,5700.0,5700.0,failed,17,US,USD,2021-07-29 05:00:00,2021-09-25 05:00:00,False,False,music,rock
2365,3289,Mills Group,Advanced empowering matrix,8400.0,8400.0,canceled,64,US,USD,2020-03-24 05:00:00,2021-02-22 06:00:00,False,False,technology,web
358,1249,Sandoval-Powell,Phased holistic implementation,84400.0,84400.0,failed,80,US,USD,2021-05-09 05:00:00,2021-08-03 05:00:00,False,False,publishing,fiction
583,5409,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,170400.0,170400.0,failed,2468,US,USD,2021-05-30 05:00:00,2021-09-09 05:00:00,False,False,film & video,shorts
